#,"Year 1","Year 2","Year 3","Year 4","Year 5",Selected,Active,Barcode(s),"Asset Type",Consumable,"Asset Name","Asset Description","Bin Location","Pick Number",Campus,Building,Room,Zone,Category,"Custom Label and Max booking limit",Course,Store
483,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00512, DMM00513, DMM00514, DMM00515",0,No,"RODE Boom Pole - 3m",,,,"Stag Hill",AC,04AC01,C0,"Tripods & Mounts",,,
484,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00887,0,No,"RODE Boom Pole Pro","Carbon Fibre Boom Pole",,,"Stag Hill",AC,04AC01,,"Tripods & Mounts",,FPBE,
485,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00888,0,No,"RODE Boom Pole Pro No. 02","Carbon Fibre Boom Pole",,,"Stag Hill",AC,04AC01,,"Tripods & Mounts",,FPBE,
486,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00929,0,No,"RODE Broadcaster","1"" Broadcast Condenser microphone - On Air light function.",,,"Stag Hill",AC,04AC01,,"Microphones, FPBE Microphones",,FPBE,
487,No,No,No,No,No,No,Yes,DMM00060,0,No,"Rode K2 Kit 1","1 x K2 Variable Pattern Condenser Valve Microphone
1 x SM2 suspension shock mount
1 x RM2 Ring-Mount Microphone Stand
1 x K2 Power Supply
1 x IEC lead.",,,,P.A.T.S,,C4,"Microphones, Type: Valve, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Rode",,,
488,No,No,No,No,No,No,Yes,DMM00061,0,No,"Rode K2 Kit 2","1 x K2 Variable Pattern Condenser Valve Microphone
1 x SM2 suspension shock mount
1 x RM2 Ring-Mount Microphone Stand
1 x K2 Power Supply
1 x IEC lead.",,,,P.A.T.S,,C4,"Microphones, Type: Valve, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Rode",,,
489,No,No,No,No,No,No,Yes,DMM00062,0,No,"Rode M1 x 2 kit","2 x Cardioid polar pattern dynamic mics",,,,P.A.T.S,,A4,"Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Rode",,,
490,No,No,No,No,No,No,Yes,DMM00920,0,No,"Rode M2 No 1","Rode M2 live performance condenser microphone",,,,,,B1,"Microphones, Directivity: Hyper, Type: Condenser",,,
491,No,No,No,No,No,No,Yes,DMM00919,0,No,"Rode M2 No 2","Rode M2 live performance condenser microphone",,,,,,B1,"Microphones, Directivity: Hyper, Type: Condenser",,,
492,No,Yes,No,Yes,Yes,Yes,Yes,DMM00990,0,No,"Rode Newsshooter Kit","Camera-mounted receiver and an XLR transmitter for shooting video wirelessly with XLR microphones",,,"Stag Hill",AC,04AC01,,Microphones,,,
493,No,No,No,No,No,No,Yes,DMM00063,0,No,"Rode NT1","Cardioid Condenser Microphone
(Comes with SMR Shock Mount )",,,,P.A.T.S,,B2,"Microphones, Directivity: Cardioid, Type: Condenser, Type: Large Diaphragm, Brand: Rode",,,
494,No,No,No,No,No,No,Yes,DMM00064,0,No,"Rode NT2-A","NT2-A Multi-Pattern Dual Condenser Microphone
(Comes with Rode SM6 Shock Mount)",,,,P.A.T.S,,B2,"Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Rode",,,
495,No,No,No,No,No,No,Yes,DMM00065,0,No,"Rode NT3 x 2 kit","2 x Condenser Microphone",,,,P.A.T.S,,A4,"Microphones, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Rode",,,
496,No,No,No,No,No,No,Yes,DMM00067,0,No,"Rode NT55","2 x Multi-Pattern 1/2"" Condenser Microphones
2 x NT45-O Interchangeable Omnidirectional Capsules
2 x Mic clips
2 x pop filter",,,,P.A.T.S,,A4,"Microphones, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Rode",,,
497,No,No,No,No,No,No,No,DMM00921,0,No,"Rode NT5 kit","Kit includes:
2 x Rode NT5 condenser microphones
2 x NT45-C cardioid capsules
1 x NT45-O omni capsule
2 x wind shields
2 x microphone clips",,,,,,,"Microphones, Directivity: Omni, Directivity: Cardioid, Type: Condenser, Type: Small Diaphragm, Brand: Rode",,,
498,No,No,No,No,No,No,Yes,DMM00066,0,No,"Rode NT5 Kit","Kit Includes:
2x Rode NT5 Pencil condenser microphones
2x NT45-C Cardioid Capsules
1x NT45-O Omni Capsules
2x Wind Shields
2x Microphone Clips",,,,P.A.T.S,,A4,Microphones,,,
499,No,No,No,No,No,No,Yes,DMM01074,0,No,"Rode NT6 x2 Kit","Kit Includes:
2x Rode NT6 1/2"" Condenser Capsules
2x Remote Preamps
2x Two-axis Swivel Mounts
2x 4.5m cables

Mics feature:
Two position PAD - 0dB and -10dB
Two position High Pass Filter - flat and 80Hz
Low noise and full frequency response

Specs: http://www.rode.com/microphones/nt6",,,,P.A.T.S,,A4,"Microphones, Type: Condenser, Brand: Rode",,,
500,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00602, DMM00606",0,No,"RODE NTG3B Shotgun Microphone","Shotgun Microphone comes with : 
Windshield
shock mount (for use with boom pole only)
NOTE: requires phantom power",,,"Stag Hill",AC,04AC01,,"Microphones, FPBE Microphones",,,
501,No,No,No,No,No,No,Yes,DMM00610,0,No,"Rode NTG8 Long Shotgun Mic (W/Windshield)","Long shotgun microphone
(comes with Pistol grip, shock mount and windshield)",,,"Stag Hill",AC,04AC01,,Microphones,,,
502,No,No,No,No,No,No,Yes,DMM00875,0,No,"Rode NTR No.1","Rode NTR ribbon microphone",,,"Stagg Hill",P.A.T.S,PA16,B2,"Microphones, Type: Ribbon, Directivity: Fig-8",,Ton,
503,No,No,No,No,No,No,Yes,DMM00876,0,No,"Rode NTR No.2","Rode NTR ribbon microphone",,,"Stagg Hill",P.A.T.S,PA16,B2,"Microphones, Type: Ribbon, Directivity: Fig-8",,Ton,
504,No,No,No,No,No,No,Yes,"DMM00292, DMM00293, DMM00294, DMM00295",0,No,"Rode PG-2 Combined pistol grip and shockmount - No. 01",,,,,P.A.T.S,PA16,,Microphones,,"FASS / DMA",
505,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00835,0,No,"Rode Reporter Mic","Reporter. style microphone",,,"Stag Hill",AC,04AC01,,"Microphones, FPBE Microphones",,,
506,No,No,No,No,No,No,No,DMM00126,0,No,"Rode Stereo Bar No.1","Stereo bar",,,,P.A.T.S,,,"Trees & stereo bars",,,
507,No,No,No,No,No,No,Yes,DMM00127,0,No,"Rode Stereo Bar No.2","Stereo bar",,,,P.A.T.S,,,"Trees & stereo bars",,,
508,No,No,No,No,No,No,Yes,DMM00837,0,No,"RodeVideo Mic","Top Mic shotgun with hot-shoe mount for dslr. 3.5mm jack connection.",,,"Stag Hill",AC,04AC01,,Microphones,,"UOS / CMT",
509,No,No,No,No,No,No,Yes,DMM01025,0,No,"Roland JU-06A Desktop Synthesizer Module","Comes with soft case and USB Cable
Requires 4 x AA batteries or power over USB
Specifications:
https://www.roland.com/uk/products/ju-06a/specifications/",,,,P.A.T.S,PA16,K4,"Musical Instruments, Computer Interfaces & Peripherals",,"UOS / CMT",
510,No,No,No,No,No,No,Yes,DMM00688,0,No,"Roland Keyboard","Comes in flight case and with a stand

When booking this please email DMM stores (m10059@surrey.ac.uk) to get the current door codes to PA17 (you will not be able to access it without the codes). Please then return it to PA17 when your booking is finished.",,,,P.A.T.S,PA17,,"Musical Instruments",,,
511,No,No,No,No,No,No,Yes,DMM00686,0,No,"Roland Keyboard Amp No. 1","When booking this amp please email DMM stores (m10059@surrey.ac.uk) to get the current door codes to PA17 (you will not be able to access it without the codes). Please return this amp to PA17 when your booking is finished.",,,,P.A.T.S,PA17,"Inner Store","Monitors and Amps, Performance equipment",,,
512,No,No,No,No,No,No,No,DMM00687,0,No,"Roland Keyboard ",,,,,P.A.T.S,PA16,,"Musical Instruments",,,
513,No,No,No,No,No,No,Yes,DMM01032,0,No,"Roland TR-06 Drumatix","Comes with soft case and USB Cable 
Requires 4 x AA batteries or power over USB
Specifications:
https://www.roland.com/uk/products/tr-06/specifications/",,,,P.A.T.S,PA16,K4,"Musical Instruments, Computer Interfaces & Peripherals",,"UOS / CMT",
514,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00615,0,No,"Rotolight Neo 3 Light Kit",,,,,P.A.T.S,PA16,E1,Lighting,,,
515,No,No,No,No,No,No,Yes,DMM00077,0,No,"Royer R-121 No. 1",http://www.royerlabs.com/R-121.html,,,,P.A.T.S,,B2,"Microphones, Type: Ribbon, Directivity: Fig-8, Brand: Royer",,,
516,No,No,No,No,No,No,Yes,DMM00078,0,No,"Royer R-121 No. 2",http://www.royerlabs.com/R-121.html,,,,P.A.T.S,,B2,"Microphones, Type: Ribbon, Directivity: Fig-8, Brand: Royer",,,
517,No,No,No,No,No,No,Yes,"DMM01188, DMM01204, DMM01205, DMM01206, DMM01207, DMM01208, DMM01209, DMM01210, DMM01211, DMM01212, DMM01213, DMM01214, DMM01215, DMM01216, DMM01172, DMM01181, DMM01182, DMM01183, DMM01184, DMM01185, DMM01186, DMM01173, DMM01174, DMM01175, DMM01176, DMM01177, DMM01178, DMM01179, DMM01180",0,No,"FPBE SSD","Samsung 1TB SSD",,,,AC,05AC01,,"Hard Drives",,,
518,No,No,No,No,No,No,Yes,"DMM00627, DMM00628",0,No,"Samyang 24mm T1.5 Prime lens (EF Mount)","EF Mount (Canon)",,,,P.A.T.S,PA16,I3,Lenses,,,
519,No,No,No,No,No,No,Yes,"DMM00629, DMM00630, DMM00631",0,No,"Samyang 35mm T1.5 Prime lens (EF Mount)","EF Mount (Canon)",,,,P.A.T.S,PA16,I3,Lenses,,,
520,No,No,No,No,No,No,Yes,"DMM00632, DMM00633, DMM00634",0,No,"Samyang 85mm T1.5 Prime lens (EF Mount) ","EF Mount (Canon)",,,,P.A.T.S,PA16,I3,Lenses,,,
521,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00870,0,No,"Samyang E-Mount Lens kit","Contains 50mm, 24mm, 14mm, 35mm, 135mm, 85mm lenses for Sony e-mount cameras.",,,"Stag Hill",AC,04AC01,,Lenses,,FPBE,
522,No,No,No,No,Yes,Yes,Yes,"DMM00750, DMM00751, DMM00752",0,No,"Sanken COS-11D PT",,,,,P.A.T.S,PA16,,"TV Studio Equipment",,,
523,No,No,No,No,No,No,Yes,DMM00079,0,No,"Schoeps CMC5U x2 kit 1","Omni MK2, Cardioid Mk4 and Figure of 8 MK8 capsules. Includes horizontal or vertical mounting stereo bar for Blumlein",,,,P.A.T.S,,A3,"Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Small Diaphragm, Brand: Schoeps",,,
524,No,No,No,No,No,No,Yes,DMM00080,0,No,"Schoeps CMC5U x2 kit 2","Omni MK2 and Figure of 8 MK8 capsules. With stereo bar.",,,,P.A.T.S,,A3,"Microphones, Directivity: Omni, Directivity: Fig-8, Type: Condenser, Type: Small Diaphragm, Brand: Schoeps",,,
525,No,No,No,No,No,No,Yes,DMM00081,0,No,"Schoeps CMC5U x2 kit 3","Omni MK2 and Figure of 8 MK8 capsules. 2 mics in this kit.",,,,P.A.T.S,,A3,"Microphones, Directivity: Omni, Directivity: Fig-8, Type: Condenser, Brand: Schoeps",,,
526,No,No,No,No,No,No,Yes,DMM01122,0,No,"Schoeps CMC 6U x2 kit 1","Cardioid Mk4 . 2 x mic clips, 2 x wind shield.",,,,P.A.T.S,,A3,"Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Small Diaphragm, Brand: Schoeps",,,
527,No,Yes,No,Yes,Yes,Yes,Yes,DMM00084,0,No,"Schoeps CMIT 5U","Shotgun Mic
(and it''s blue!!...)",,,,P.A.T.S,,A4,"Microphones, Type: Condenser, Brand: Schoeps, Directivity: Shotgun, FPBE Microphones",,,
528,No,No,No,No,No,No,Yes,DMM00082,0,No,"Schoeps MK2H x 3 kit 1","Omni MK2H capsules. KA40 spheres included.
Also contains 3 x MK21 Capsules",,,,P.A.T.S,,A3,"Microphones, Directivity: Omni, Type: Condenser, Type: Small Diaphragm, Brand: Schoeps",,,
529,No,No,No,No,No,No,Yes,DMM00083,0,No,"Schoeps MK2H x 3 kit 2","Omni MK2H capsules. KA40 spheres included.",,,,P.A.T.S,,A3,"Microphones, Directivity: Omni, Type: Condenser, Type: Small Diaphragm, Brand: Schoeps",,,
530,No,No,No,No,No,No,Yes,DMM00733,0,No,"Senheiser K3 NO. 1",,,,,P.A.T.S,PA16,,"TV Studio Microphones",,,
531,No,No,No,No,No,No,Yes,DMM00734,0,No,"Senheiser K8 No. 2",,,,,P.A.T.S,PA16,,"TV Studio Microphones",,,
532,No,No,No,No,No,No,Yes,"DMM00735, DMM00736, DMM00737",0,No,"Senheiser MKE 2 3 ",,,,,P.A.T.S,PA16,,"TV Studio Microphones",,,
533,No,No,No,No,No,No,Yes,DMM00872,0,No,"Sennheiser E 902","Instrument Microphone - Kick Drums, Bass Guitar",,,"Stagg Hill",P.A.T.S,PA16,B4,"Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Sennheiser",,Ton,
534,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00739,0,No,"Sennheiser ENG Wireless Mic Set 1",,,,"Stag Hill",AC,04AC01,,"TV Studio Microphones, Wireless Systems",,,
535,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00740,0,No,"Sennheiser ENG Wireless Mic Set 2",,,,"Stag Hill",AC,04AC01,,"TV Studio Microphones, Wireless Systems",,,
536,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00961,0,No,"Sennheiser ENG Wireless Mic Set 3",,,,"Stag Hill",AC,04AC01,,"Microphones, FPBE Microphones, Wireless Systems",,,
537,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00962,0,No,"Sennheiser ENG Wireless Mic Set 4",,,,"Stag Hill",AC,04AC01,,"Microphones, FPBE Microphones, Wireless Systems",,,
538,No,No,No,No,Yes,Yes,Yes,DMM00963,0,No,"Sennheiser ENG Wireless Mic Set 5",,,,"Stag Hill",AC,04AC01,,"Microphones, FPBE Microphones, Wireless Systems",,,
539,No,No,No,No,Yes,Yes,Yes,DMM00964,0,No,"Sennheiser ENG Wireless Mic Set 6",,,,"Stag Hill",AC,04AC01,,"Microphones, FPBE Microphones, Wireless Systems",,,
540,No,No,No,No,Yes,Yes,Yes,DMM00965,0,No,"Sennheiser ENG Wireless Mic Set 7",,,,"Stag Hill",AC,04AC01,,"Microphones, FPBE Microphones, Wireless Systems",,,
541,No,No,No,No,Yes,Yes,Yes,DMM00966,0,No,"Sennheiser ENG Wireless Mic Set 8",,,,"Stag Hill",AC,04AC01,,"Microphones, FPBE Microphones, Wireless Systems",,,
542,No,No,No,No,No,No,No,"DMM00296, DMM00297, DMM00298, DMM00299, DMM00300, DMM00301, DMM00302, DMM00303, DMM00304",0,No,"Sennheiser HD201 Headphones",,,,,P.A.T.S,PA16,,"Headphones and Headphone amps",,,
543,No,No,No,No,No,No,No,"DMM00192, DMM00194",0,No,"Sennheiser HD600 No1",,,,,,,,"Headphones and Headphone amps, Research equipment",,,
544,No,No,No,No,No,No,Yes,"DMM01007, DMM01008, DMM01009, DMM01010, DMM01011, DMM01012, DMM01013, DMM01014, DMM01015",0,No,"Sennheiser HD 600 Studio Headphones",,,,,PATS,PA16,I3,"Headphones and Headphone amps",,,
545,No,No,No,No,No,No,Yes,DMM00085,0,No,"Sennheiser MD421 no. 1","Cardioid dynamic microphone.",,,,P.A.T.S,,B3,"Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Sennheiser",,,
546,No,No,No,No,No,No,Yes,DMM00086,0,No,"Sennheiser MD421 no. 2","Cardioid dynamic microphone.",,,,P.A.T.S,,B3,"Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Sennheiser",,,
547,No,No,No,No,No,No,Yes,DMM00087,0,No,"Sennheiser MD421 no. 3","Cardioid dynamic microphone.",,,,P.A.T.S,,B3,"Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Sennheiser",,,
548,No,No,No,No,No,No,Yes,DMM00827,0,No,"Sennheiser MD 441-U no.1","Super-Cardioid Dynamic Microphone",,,,,,B5,"Microphones, Directivity: Hyper, Type: Dynamic, Brand: Sennheiser",,Ton,
549,No,No,No,No,No,No,Yes,DMM00828,0,No,"Sennheiser MD 441-U no.2","Super-Cardioid Dynamic Microphone comes with mic clip.",,,,,,B5,"Microphones, Directivity: Hyper, Type: Dynamic, Brand: Sennheiser",,Ton,
550,No,No,No,No,No,No,Yes,DMM00829,0,No,"Sennheiser MD 441-U no.3","Super-Cardioid Dynamic Microphone comes with mic clip.",,,,,,B5,"Microphones, Directivity: Hyper, Type: Dynamic, Brand: Sennheiser",,Ton,
551,No,No,No,No,No,No,Yes,"DMM00305, DMM00306, DMM00307, DMM00308, DMM00309",0,No,"Sennheiser MKE600 Shotgun Mic",,,,,P.A.T.S,PA16,,Microphones,,"FASS / DMA",
552,No,Yes,No,Yes,Yes,Yes,Yes,DMM00616,0,No,"Sennheiser MKH418S Shotgun Mic","The MKH 418 S is an M-S stereo shotgun microphone
comes with : Rycote Windshield and Pistol Grip.
https://en-uk.sennheiser.com/stereo-shotgun-microphone-condenser-mkh-418-s",,,,P.A.T.S,PA16,H4,Microphones,,,
553,No,No,No,No,No,No,No,DMM00867,0,No,"Sennheiser MKH 8040","Condenser HF Microphone Pair MKH 8040",,,"Stagg Hill",P.A.T.S,,,Microphones,,"UOS / CMT",
554,No,No,No,No,No,No,Yes,"DMM00831, DMM00931",0,No,"Sennheiser MKH8050","Super-cardioid microphone.",,,,,,,Microphones,,,
555,Yes,Yes,No,Yes,No,Yes,Yes,DMM00738,0,No,"Sennheiser MKH816T",,,,,P.A.T.S,PA16,,"TV Studio Microphones",,,
556,Yes,Yes,No,Yes,Yes,Yes,No,"DMM00310, DMM00311",0,No,"Sennheiser Radio Transmitter Kit - No. 01",,,,"Stag Hill",AC,04AC01,,"Microphones, FPBE Microphones",,,
557,No,No,No,No,No,No,Yes,DMM00094,0,No,"Shure Beta 52A","Type: Dynamic (moving coil)  
Frequency Response: 20 to 10,000 Hz  
Polar Pattern: Supercardioid, rotationally symmetrical about microphone axis  
Output Level: Open Circuit Voltage = -64 dBV/Pa* (0.6 mV), *1 Pa = 94 dB SPL  
http://www.shure.com/americas/products/microphones/beta/beta-52a-kick-drum-microphone",,,,P.A.T.S,,B5,"Microphones, Directivity: Hyper, Type: Dynamic, Brand: Shure",,,
558,No,No,No,No,No,No,Yes,DMM00089,0,No,"Shure SM11","Miniature dynamic clip-on omni",,,,P.A.T.S,,B4,"Microphones, Directivity: Omni, Type: Dynamic, Type: Lavalier, Brand: Shure",,,
559,Yes,No,No,No,No,Yes,Yes,DMM01018,0,No,"Shure SM57 No. 1","Comes with mic stand clip",,,,P.A.T.S,,K3,"Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Shure",,"UOS / CMT",
560,Yes,No,No,No,No,Yes,Yes,DMM01019,0,No,"Shure SM57 No. 2","Comes with mic stand clip",,,,P.A.T.S,,K3,"Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Shure",,"UOS / CMT",
561,No,No,No,No,No,No,Yes,DMM00090,0,No,"Shure SM57 x3 kit 1",,,,,P.A.T.S,,A4,"Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Shure",,,
562,No,No,No,No,No,No,Yes,DMM00091,0,No,"Shure SM57 x3 kit 2",,,,,P.A.T.S,,A4,"Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Shure",,,
563,No,No,No,No,No,No,Yes,DMM00092,0,No,"Shure SM58 x3 kit 1",,,,,P.A.T.S,,A4,"Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Shure",,,
564,No,No,No,No,No,No,Yes,DMM00093,0,No,"Shure SM58 x3 kit 2",,,,,P.A.T.S,,A4,"Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Shure",,,
565,No,No,No,No,No,No,Yes,DMM00095,0,No,"Shure Sm7B","Type: Dynamic  
Frequency Response: 50 to 20,000 Hz  
Polar Pattern: Cardioid (unidirectional)  
Output Level: Open Circuit Voltage* = -59.0 dB (1.12 mV) *0 dB = 1 volt per Pascal  
http://www.shure.com/americas/products/microphones/sm/sm7b-vocal-microphone",,,,P.A.T.S,,B5,"Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Shure",,,
566,No,Yes,No,Yes,No,Yes,Yes,DMM00620,0,No,"Sigma 18-35 mm T2 Zoom",,,,"Stag Hill",AC,04AC01,,Lenses,,,
567,No,Yes,No,Yes,No,Yes,Yes,DMM00621,0,No,"Sigma 50-100mm T2 Zoom",,,,"Stag Hill",AC,04AC01,,Lenses,,,
568,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00992,0,No,"Single Mains Extension 1","10 metre cable with 1 socket",,,,P.A.T.S,,,"Mains extensions",,,
569,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00991,0,No,"Single Mains Extension 2","10 metre cable with 1 socket",,,,P.A.T.S,,,"Mains extensions",,,
570,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00993,0,No,"Single Mains Extension 3","10 metre cable with 1 socket",,,,P.A.T.S,,,"Mains extensions",,,
571,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00994,0,No,"Single Mains Extension 4","3 metre cable with 1 socket",,,,P.A.T.S,,,"Mains extensions",,,
572,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00995,0,No,"Single Mains Extension 5","10 metre cable with 1 socket",,,,P.A.T.S,,,"Mains extensions",,,
573,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00996,0,No,"Single Mains Extension 6","10 metre cable with 1 socket",,,,P.A.T.S,,,"Mains extensions",,,
574,No,No,No,No,No,No,Yes,DMM00168,0,No,"Single Sided Headphones 1","Female XLR on lead",,,,P.A.T.S,,"K1 (Clear Box)","Headphones and Headphone amps",,,
575,No,No,No,No,No,No,Yes,DMM01000,0,No,"Single Sided Headphones 2","Female XLR on lead",,,,P.A.T.S,,"K1 (Clear Box)","Headphones and Headphone amps",,,
576,No,No,No,No,No,No,Yes,DMM00207,0,No,"Slinging ropes x2 [Kit 1]",,,,,P.A.T.S,,,"Microphone slings",,,
577,No,No,No,No,No,No,Yes,DMM00193,0,No,"Small Omni Lapel Microphones with Spherical Head Holder",,,,,"Teaching Block",TB7,,"Research equipment",,,
578,No,No,No,No,No,No,Yes,DMM01099,0,No,"Sonor- Benny Greb Snare","Sonor Benny Greb 13×5.75in Beech Signature Snare Drum – BG SDW 2.0",,,,,PA17,,"Musical Instruments",,,
579,No,No,No,No,Yes,Yes,Yes,DMM00754,0,No,"Sony 350 No. 1 (HD Lens)",,,,,P.A.T.S,PA16,,"TV Studio Equipment",,,
580,No,No,No,No,Yes,Yes,Yes,DMM00753,0,No,"Sony 350 (SD Lens)",,,,,P.A.T.S,PA16,,"TV Studio Equipment",,,
581,No,No,No,No,No,No,Yes,DMM00096,0,No,"Sony C48","Variable directivity large diaphragm condenser mic, similar to AKG C414.",,,,P.A.T.S,,A5,"Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Type: Condenser, Type: Large Diaphragm, Brand: Sony",,,
582,No,No,No,No,No,No,Yes,DMM00097,0,No,"Sony C800","Valve mic, in case with PSU and lead. 
Reputed to be designed to mimic C12 but with emphasised HF.",,,,P.A.T.S,,B6,"Microphones, Type: Valve, Directivity: Omni, Directivity: Cardioid, Type: Condenser, Type: Large Diaphragm, Brand: Sony",,,
583,No,Yes,No,Yes,Yes,Yes,Yes,DMM00622,0,No,"Sony CineAlta Six Lens Kit - PL Mount",,,,"Stag Hill",AC,04AC01,,Lenses,,,
584,No,No,No,No,No,No,Yes,DMM00741,0,No,"Sony ECM-44BC",,,,,P.A.T.S,PA16,,"TV Studio Microphones",,,
585,No,No,No,No,No,No,Yes,DMM00098,0,No,"Sony ECM670","Short rifle electret condenser mic.",,,,P.A.T.S,,A5,"Microphones, Type: Condenser, Brand: Sony, Directivity: Shotgun",,,
586,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00312, DMM00316, DMM00320, DMM00323, DMM00325",0,No,"Sony ECM-77B Lavalier (Tie-Clip) Mic","Includes lapel clip, mesh windshield and foam windshield cover. XLR connector, optional AA battery power.",,,,P.A.T.S,PA16,"Mics 1-3 B1, Mics 4 & 5 TV Studio","Microphones, FPBE Microphones",,,
587,No,No,No,No,No,No,Yes,"DMM00742, DMM00743, DMM00744",0,No,"Sony ECM-77B ","Lapel mic (NOT Wireless)",,,,P.A.T.S,PA16,,"TV Studio Microphones",,,
588,No,No,No,No,No,No,Yes,DMM00099,0,No,"Sony ECM989","Stereo mic.",,,,P.A.T.S,,B4,"Microphones, Type: Condenser, Brand: Sony",,,
589,No,Yes,No,Yes,Yes,Yes,Yes,DMM00625,0,No,"Sony F55 Camera","Full HD 4K CMOS Sensor Compact CineAlta Camcorder Kit. 
Sony F55
Sony Cineprime 35, 50 and 85mm lenses
GLOPTIX 70-200mm zoom lens
GLOPTIX 18-35mm zoom lens
Bright Tangerine Matte Box
Arri Follow Focus
SXS card reader
Vlock batt charger 
4 x Vlock batts
1 x Beyer DT770 pro Headphones",,,"Stag Hill",AC,04AC01,,Camcorders,,,
590,No,Yes,No,Yes,Yes,Yes,Yes,"DMM00623, DMM00624",0,No,"Sony F5 Camera Kit","Sony F5 Camera (With bars and handles)
W/ Vlock battery charger
1 x sxs card reader (USB)
1 x Matt box
2 x vlock Batteries

Beyer DT770 pro Headphones need to be booked separately",,,"Stag Hill",AC,04AC01,B2,Camcorders,,,
591,No,No,No,No,No,No,Yes,DMM00100,0,No,"Sony F730","Budget dynamic with on/off switch.",,,,P.A.T.S,,B3,"Microphones, Directivity: Hyper, Type: Dynamic, Brand: Sony",,,
592,No,No,No,No,No,No,Yes,DMM00101,0,No,"Sony F740 x2 kit","Dynamic vocal mic.",,,,P.A.T.S,,A5,"Microphones, Directivity: Cardioid, Type: Dynamic, Brand: Sony",,,
593,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00865, DMM00906",0,No,"Sony FS5","Sony PXW-FS5 XDCAM Super 35 Camera System",,,"Stag Hill",AC,04AC01,A2,Camcorders,,FPBE,
594,No,Yes,No,Yes,Yes,Yes,Yes,DMM00932,0,No,"Sony FS5 Raincover (Rain Slicker)","Raincover for Sony FS5 Camera",,,"Stag Hill",AC,04AC01,,"Camera and Lens Accessories",,,
595,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01114,0,No,"Sony FX3 Accessories Kit","Comes with: 
Camera Dolly Roller
Joby Gorillapod tripod
Can of compressed air
Rubber air dust blower
8 large crocodile clips
Cloth lens wipes
Screwdriver adaptors
Pixco 8 Point Star Filter
Various lens step-up adaptors",,,"Stag Hill",AC,04AC01,A2,"Camera and Lens Accessories",,FPBE,
596,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01100,0,No,"Sony FX3 Cinema Camera","Sony FX3 Cinema Line camera. E-mount lens compatible.
Comes with: 
FE 16-35mm lens
Case
USB-C Cable
4 Batteries
Charger
XLR Handle Unit
Hot-shoe attachment
1 CFexpress Card (80GB)
1 SD card (64GB)",,,"Stag Hill",AC,04AC01,A2,"DSLR Cameras",,FPBE,
597,No,No,No,No,No,No,Yes,DMM00118,0,No,"Soundcraft Si Compact 16 kit","16-fader console with 24 mixer paths, MADI multicore, and 32-channel stage box",,,,P.A.T.S,,,"Portable Consoles",,,
